Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/05/2015","27 COLLEGE WOODS, BALLA, MAYO","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","BALLYHOWLY, CLAREMORRIS RD, KNOCK","","Mayo","€102,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","Beleek, Ballina","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","MOY HAVEN, CLOONGULAN, SWINFORD","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","NEWTOWN, CLOGHANS, BALLINA","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","PULLATHOMAS, BALLINA, MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/05/2015","31 VICTORIA PLACE, GARRYDUFF, CASTLEBAR","","Mayo","€126,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/05/2015","1 MEADOW PARK, STATION RD, FOXFORD","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/05/2015","67 FAIRWAYS, CASTLEBAR, MAYO","","Mayo","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/05/2015","9 MOY HEIGHTS, BALLINA, MAYO","","Mayo","€107,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/05/2015","DRUMMINAWONAGH RENTED, WESTPORT, MAYO","","Mayo","€204,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2015","72 Millbourne Drive, Slane Road, Ashbourne","","Mayo","€215,859.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"07/05/2015","FOX HOLLOW, KILGEEVER, LOUISBURGH","","Mayo","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2015","Front Apartment, Country Fresh, Shop Street  Westport","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2015","MAGHERABOY, KILMOVEE, CO MAYO","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/05/2015","Second Floor Apartment, Country Fresh, Shop St.  Westport","","Mayo","€10,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2015","12 The Crescent, Churchfield, Knock","","Mayo","€120,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/05/2015","17 Libradore, Killalla Road, Ballina","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2015","APT 12, CLUB ACHILL RESORT, ACHILL","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2015","DOVEDALE  RAMPART WOOD, GOLFCOURSE ROAD, WESTPORT","","Mayo","€349,999.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2015","HAZELHILL, BALLYHAUNIS, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/05/2015","UPPER MAIN ST, BALLYHAUNIS, MAIN ST","","Mayo","€56,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/05/2015","25 Block A, Sliverbridge, Claremorris","","Mayo","€52,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"11/05/2015","98 KNOCKAPHUNTA PARK, CASTLEBAR, MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/05/2015","DUN DRAOICHTA, AUGHAGOWER VILLAGE, WESTPORT","","Mayo","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/05/2015","7 THE FAIRGREENS, LAHARDANE, MAYO","","Mayo","€63,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/05/2015","Ellison Street, Castlebar","","Mayo","€88,105.73","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/05/2015","KNOCKMORE, BALLINA, COUNTY MAYO","","Mayo","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/05/2015","LISSMULGEE, CARRACASTLE, BALLAGHADEREEN","","Mayo","€199,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/05/2015","MAIN ST, BALLINDINE, MAYO","","Mayo","€14,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/05/2015","MAPLE LOUNGE, BARLEY HILL, WESTPORT","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/05/2015","Old French Road, Belleek, Ballina","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/05/2015","14 MARIAN CRESCENT, BALLINA, MAYO","","Mayo","€79,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/05/2015","20 SLIEVE NA GREINE, FOXFORD, MAYO","","Mayo","€63,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/05/2015","206 HARBOUR MILL, THE QUAY, WESTPORT","","Mayo","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/05/2015","3 Newtown Manor, Ballindine, Claremorris","","Mayo","€162,995.60","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/05/2015","44 TYRAWLEY TERRACE, BALLINA, MAYO","","Mayo","€14,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/05/2015","Apt. 23 Silverbirdge, Claremorris","","Mayo","€52,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"15/05/2015","CULLEN, CALLOW, FOXFORD","","Mayo","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/05/2015","3 BELVEDERE COURT, CASTLEBAR, MAYO","","Mayo","€93,333.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/05/2015","35 ST MUREDACHS TERRACE, BALLINA, MAYO","","Mayo","€20,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/05/2015","4 THE OLD MILL, JAMES ST, WESTPORT","","Mayo","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/05/2015","CORNFIELD, HOLLYMOUNT, CO MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/05/2015","CULLONAUGHTON, CALLOW, FOXFORD","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/05/2015","KNOCKBRACK, BALLYHAUNIS","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/05/2015","8 BEACH COTTAGES, DUGORT, ACHILL","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/05/2015","APARTMENT 2, ROCK SQUARE, MALL MEWS CASTLEBAR","","Mayo","€64,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/05/2015","APT 7 ROCK SQUARE, MALL MEWS, CASTLEBAR","","Mayo","€69,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/05/2015","BALLYHAUNIS RD, CLAREMORRIS, MAYO","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/05/2015","CLOONBULBAN, BEKAN, CLAREMORRIS","","Mayo","€75,549.45","No","No","Second-Hand Dwelling house /Apartment",""
"20/05/2015","CORHA RAHINS, CASTLEBAR, CO.MAYO","","Mayo","€77,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/05/2015","THORNHILL, KILTIMAGH, CO. MAYO","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/05/2015","26 Mayfields, Claremorris","","Mayo","€110,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"21/05/2015","7 Baile Slievemore, Keel, Achill Island","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/05/2015","14 Sea Wharf, Westport","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/05/2015","69 CARROWMORE MEADOWS, KNOCK, CO MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/05/2015","CARROWKERIBLA, ATTYMASS, BALLINA","","Mayo","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/05/2015","CREGGANBELL, CASTLEBAR, MAYO","","Mayo","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/05/2015","11 ROS CLOCHAR, BALLINROBE, MAYO","","Mayo","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/05/2015","5 MANOR BROOK, KNOCK RD, BALLYHAUNIS","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/05/2015","MILLARS HOUSE, KILLALA, MAYO","","Mayo","€684,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/05/2015","1 COURTYARD, MULRANNY, MAYO","","Mayo","€62,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/05/2015","1 CASEYS APTS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€21,286.33","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/05/2015","15 WATERSTONE, FOXFORD RD, BALLINA","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/05/2015","19 WATERSIDE, ABBEYFIELD, BALLINROBE","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/05/2015","2 CASEYS APTS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€21,286.33","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/05/2015","22 HILLCREST, ROOSKEY, CLAREMORRIS","","Mayo","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/05/2015","43 MICHAEL DAVITT PARK, WESTPORT, CO MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/05/2015","7 DROM ARD, CHURCH RD, BELMULLET","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/05/2015","26 GRATTAN CLOSE, GRATTAN PARK, CLAREMORRIS","","Mayo","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/05/2015","54 CLUAINN AOBHINN, CLAREMORRIS, MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/05/2015","6 NEWTOWN MANOR, BALLINDINE, CO. MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/05/2015","CARROWREAGH, BALLYHAUNIS, CO MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/05/2015","THE QUAY, NEWPORT, MAYO","","Mayo","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","14 Rathban, Rehins Fort, Ballina","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","16 THE ANCORAGE, THE KEYS, WESTPORT","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","226 HARBOUR MILL, WESTPORT, CO MAYO","","Mayo","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","23 ELMWOOD KNOCK RD, CLAREMORRIS, MAYO","","Mayo","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","29 Abbey Court, Killala Road, Ballina","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","5 HILLSIDE RISE, MOUNT FALCON, BALLINA","","Mayo","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","BUNDUVOWEN, PARKE, CASTLEBAR","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","COOLVALLEY COTTAGE, CROSS, CO MAYO","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","Kilkelly Road, Swinford, Mayo","","Mayo","€80,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/05/2015","LAHARDANE, BALLINA, CO MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","ROSGALLIV, MULRANNY, WESTPORT","","Mayo","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/05/2015","WOODFIELD, AUGHAMORE, BALLYHAUNIS","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","1 ARD MHUIRE, CARROWMORE, KNOCK","","Mayo","€12,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","20 Quignalecka, Ballina","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","3 ARD MHUIRE, CARROWMORE, KNOCK","","Mayo","€12,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","30 CHILDERS HEIGHTS, BALLINA, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","4 ARD MHUIRE, CARROWMORE, KNOCK","","Mayo","€12,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","4 THE WILLOWS, CARRABAUN, WESTPORT","","Mayo","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","LECKEE HOUSE, LECKEE, FOXFORD","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/06/2015","STATION ROAD, SWINFORD, CO. MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/06/2015","118 ABBEY COURT, KILLALA RD, BALLINA","","Mayo","€77,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2015","2 SHRAHAMARRY, BANGOR ERRIS, CO MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2015","26 CORNAROYA MANOR, BALLINROBE, MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2015","4 CORDONAGH, KILTIMAGH, CO MAYO","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/06/2015","BRIZE, CLAREMORRIS, CO MAYO","","Mayo","€47,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2015","17 DRUM CREST, KNOCK, CO MAYO","","Mayo","€8,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2015","18 DRUM CREST, KNOCK, CLAREMORRIS","","Mayo","€9,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2015","41 LOWER CHARLES ST, CASTLEBAR, MAYO","","Mayo","€32,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2015","49 Carrabeag, Newport Road, Castlebar","","Mayo","€48,458.15","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/06/2015","83 CONVENT HILL AVE, BALLINA, MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2015","BOHERNASUP, BALLINA, MAYO","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/06/2015","CLOUGHMOYNE, HEADFORD, MAYO","","Mayo","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/06/2015","ROCKFLEET, CARROWBEG, NEWPORT","","Mayo","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/06/2015","2 ELM PARK, CLAREMORRIS, MAYO","","Mayo","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/06/2015","7 NEALE RD, BALLINROBE, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/06/2015","CLARE VIEW COTTAGE, AILLEMORE, LOUISBURGH","","Mayo","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/06/2015","TALLAGH, BALLYCROY, WESTPORT","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/06/2015","32 Hazlehill Downs, Hazlehill, Ballyhaunis","","Mayo","€52,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/06/2015","7 CUSHLOUGH, SALEEN, CASTLEBAR","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/06/2015","BALLYNAKILLEW, BALLINROBE, MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/06/2015","CAPPARENEY, TURLOUGH, CO MAYO","","Mayo","€10,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/06/2015","16 RIVERSIDE GRANGE, QUAY RD, BALLINA","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/06/2015","228 THE HARBOUR MILL, QUAY RD, WESTPORT","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/06/2015","9 CUAN OISRI, BELMULLET, MAYO","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/06/2015","32 VIEWPOINT, CASTLEBAR, MAYO","","Mayo","€102,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/06/2015","DALTON ST, CLAREMORRIS, MAYO","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","1 MANOR VILLAGE, WESTPORT RD, CASTLEBAR","","Mayo","€125,647.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","1 ROCKVALE, RATHBAWN, CASTLEBAR","","Mayo","€149,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","13 CLUAIN AOIBHINN, CLAREMORRIS, MAYO","","Mayo","€98,162.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","17A KENNEDY GARDENS, CASTLEBAR, MAYO","","Mayo","€54,971.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","17B KENNEDY GARDENS, CASTLEBAR, MAYO","","Mayo","€54,971.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","18 COLLEGE GREEN, CLAREMORRIS, MAYO","","Mayo","€133,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","18 KENNEDY GARDENS, CASTLEBAR, MAYO","","Mayo","€35,338.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","19 SPENCER STREET, CASTLEBAR, COUNTY MAYO","","Mayo","€66,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","2 MANOR VILLAGE, WESTPORT RD, CASTLEBAR","","Mayo","€121,721.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","24 THOMAS ST, CASTLEBAR, MAYO","","Mayo","€58,897.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","27 KINGS HILL, WESTPORT, MAYO","","Mayo","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","32 MOSSGROVE VILLAGE, BALLINA, MAYO","","Mayo","€134,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","32 RIVERWALK, CROSSMOLINA, CO MAYO","","Mayo","€23,559.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","7 MILLBROOK, CLAREMORRIS, MAYO","","Mayo","€145,280.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","COOLYLAUGHNAN, HOLLYMOUNT, CO MAYO","","Mayo","€168,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","CUILMORE, FOXFORD, MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","HIGH STREET, WESTPORT, CO MAYO","","Mayo","€117,794.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","HOUSE AT KILKNOCK, CLAREMORRIS, CO MAYO","","Mayo","€27,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","LISBROGAN, SWINFORD, CO MAYO","","Mayo","€59,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","RATHREDMOND, MANULLA, MAYO","","Mayo","€74,603.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","SHANAGHY HEIGHTS, BALLINA, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2015","THE OLD SCHOOL HOUSE, SWINFORD, COUNTY MAYO","","Mayo","€102,088.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2015","3 Liosnaboley Lane, Claremorris, Co. Mayo","","Mayo","€115,485.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/06/2015","24 CORR NA GCLOCH, BALLINROBE, MAYO","","Mayo","€42,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2015","5A CARROWMORE MEADOWS, KNOCK, CARROWMORE MEADOWS","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2015","7 FENIAN ROW, BALLINA, MAYO","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2015","5 MEADOW PARK, WESTPORT RD, CASTLEBAR","","Mayo","€104,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2015","ST ANNES, MAIN ST, BALLINDINE","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2015","48 Rockvale, Castlebar","","Mayo","€106,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2015","GLOSHPATRICK, MURRICK, WESTPORT","","Mayo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","14 CASTLEGROVE MALL, CASTLEBAR, MAYO","","Mayo","€76,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","16 CASTLEGROVE WEST, CASTLEBAR, MAYO","","Mayo","€76,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","23 CASTLEGROVE WEST, CASTLEBAR, MAYO","","Mayo","€76,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","28 ABBEYVIEW, CROSSMOLINA, MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","29 Orchard Court, Elm Park, Claremorris","","Mayo","€66,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/06/2015","37 ASHWOOD GLADE, BALLINROBE RD, WESTPORT","","Mayo","€76,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","50 Carrabeag, Castlebar","","Mayo","€60,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/06/2015","51 ASHWOOD AVE, BALLINROBE RD, WESTPORT","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","BALLYHEERAGH, CLOGHANS HILL, TUAM","","Mayo","€97,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/06/2015","DERNACONG, BALLYHAUNIS, CO MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","1 MILL PARK, SWINFORD RD, FOXFORD","","Mayo","€81,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","109 CHESTNUT GROVE, CASTLEBAR, MAYO","","Mayo","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","115 KNOCKNALYRE, BALLINA, MAYO","","Mayo","€147,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","2 CREGGAUN, REHINS, BALLINA","","Mayo","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","47 ARDROE, CLAREMORRIS, COUNTY MAYO","","Mayo","€40,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","6 CARRAIG DUN, LOUTH MASK RD, BALLINROBE","","Mayo","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","8 THE RAILWALK, CARRABAUN, WESTPORT","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","90 MOY HEIGHTS, BALLINA, MAYO","","Mayo","€155,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/06/2015","FARNAUGHT, WESEPORT, MAYO","","Mayo","€227,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/06/2015","2 THE FOUNDRY, CHURCH LANE, BALLINROBE","","Mayo","€34,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/06/2015","3 THE KILN APTS, JAMES ST, WESTPORT","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/06/2015","SLOGGER, CARRATOWICK, WESTPORT","","Mayo","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/06/2015","13 BLACKFORT MANOR, NEWPORT RD, CASTLEBAR","","Mayo","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/06/2015","13 ST PATRICKS AVE, WESTPORT RD, CASTLEBAR","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/06/2015","18 BRACKLAGHBOY VILLAGE, KNOCK ROAD, BALLYHAUNIS","","Mayo","€94,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/06/2015","2 BARRETT STREET, BALLINA, COUNTY MAYO","","Mayo","€25,714.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/06/2015","40  40A  40B & 40C Carrowmore Drive, Knock","","Mayo","€127,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/06/2015","APT 16 THE PARKLANDS, THE DEMESNE, WESTPORT","","Mayo","€116,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/06/2015","5 THE GROVE, LOWER CHARLES STREET, CASTLEBAR","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/06/2015","APT 3 THE GROVE, MILL STREET, WESTPORT","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/06/2015","CHURCH ST, BELMULLET, MAYO","","Mayo","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/06/2015","KILMURRY, CASTLEHILL, CROSSMOLINA","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/06/2015","LISCOLMAN, BRICKENS, CLAREMORRIS","","Mayo","€12,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/06/2015","THE WATERFALL, GLENCORRIB, SHRULE","","Mayo","€226,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/06/2015","5 THE FOUNDRY, BALLINROBE, CO MAYO","","Mayo","€36,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/06/2015","CAROWREAGH, BALLYHAUNIS, CO. MAYO","","Mayo","€67,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/06/2015","FALLEIGHTER, AGHAMORE, BALLYHAUNIS","","Mayo","€237,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/06/2015","Parkleva, Claremorris, County Mayo","","Mayo","€252,200.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/06/2015","1 THE FAIRGREENS, CHARLESTOWN, MAYO","","Mayo","€127,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/06/2015","22 Mayfields, Claremorris","","Mayo","€92,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/06/2015","32 CIRCULOR RD, BALLINA, MAYO","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/06/2015","7 NORTHBROOK, CASTLEBAR, COUNTY MAYO","","Mayo","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/06/2015","AGHALOONTEEN, LAHARDANE, BALLINA","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
